neuronios,lr,estrategia,batch_size,accuracy,precision,recall,f1,tempo
20,0.5,Mini-batch 32,32,0.9644999999999999,0.9532809524051038,0.82875,0.8856915365404981,0.8419365383800017
20,0.5,Mini-batch 64,64,0.9635416666666666,0.9498366359436223,0.826,0.8825656903464392,0.7762498175000013
20,0.5,Batch,full,0.9197083333333333,0.8518853471712997,0.6282500000000001,0.7216436391662324,1.30360104584
20,0.5,Stochastic,1,0.8504583333333333,0.5832073251503566,0.13324999999999998,0.20339141380153308,3.94382706504
