neuronios,lr,seed,accuracy,precision,recall,f1,tempo
5,0.1,6,0.9583333333333333,0.9722037107192604,0.7725,0.8606261174511098,1.347249674800014
5,0.1,7,0.9574999999999999,0.9530457079152731,0.7849999999999999,0.8594175816396803,1.6730055833999926
5,0.1,8,0.9616666666666667,0.966926406926407,0.8,0.8733997729177041,1.8935575416000006
5,0.1,9,0.96125,0.952810233682514,0.8074999999999999,0.8737383636658415,1.6184140668000055
5,0.1,10,0.9629166666666666,0.9630677959588698,0.8099999999999999,0.8786887766410878,2.232762149799987
10,0.001,1,0.8550000000000001,0.9303030303030304,0.13999999999999999,0.24289989187014357,2.265812458400023
10,0.001,2,0.8574999999999999,0.9011111111111111,0.16499999999999998,0.27790115937856424,2.2611100832000033
10,0.001,3,0.8333333333333334,0.0,0.0,0.0,2.2615047750000032
10,0.001,4,0.8550000000000001,0.9345959595959595,0.13999999999999999,0.24226334599870342,2.2680525500000046
10,0.001,5,0.86,0.9414335664335665,0.17,0.28658393577748414,2.2874805501999957
10,0.001,6,0.8666666666666668,0.9241736247928198,0.21749999999999997,0.3516718402450015,2.2702378747999887
10,0.001,7,0.8558333333333333,0.9140522875816993,0.15,0.2562299702691223,2.278340049999997
10,0.001,8,0.85625,0.9329292929292929,0.14750000000000002,0.2531026833762359,2.2904206832
10,0.001,9,0.8699999999999999,0.9173968253968254,0.2425,0.38237468330820523,2.248875466800007
10,0.001,10,0.8641666666666667,0.9527777777777778,0.195,0.32298777771128,2.2596440497999994
10,0.01,1,0.9245833333333333,0.8670686710360721,0.6475,0.740154720465953,2.249105324799996
10,0.01,2,0.9233333333333332,0.8595080898364309,0.6475,0.7367497957539408,2.253592425200009
10,0.01,3,0.9112500000000001,0.8175568964347344,0.6024999999999999,0.6925652333575547,2.248821524999994
10,0.01,4,0.9225,0.8724070386286087,0.6275000000000001,0.7282000117878241,2.254626716599989
10,0.01,5,0.9237500000000001,0.8795786492477852,0.63,0.7324721167355611,2.247816691799983
